County,State,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Toxic_Chem,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind
Ford,KS,6003,628,483,1920,1672,3561899,1,1,1
Franklin,KS,2512,791,336,1631,1347,0,1,1,1
Geary,KS,2039,745,341,1405,1193,97003,1,1,1
Gove,KS,296,49,44,176,130,26854,1,1,1
Graham,KS,331,51,54,185,130,-2222,1,1,1
Grant,KS,1282,152,105,435,376,47388,1,1,1
Gray,KS,950,102,104,345,294,-2222,1,1,1
Greeley,KS,151,33,19,85,65,-2222,1,1,1
Greenwood,KS,999,192,120,480,352,-2222,1,1,1
Hamilton,KS,396,42,43,160,128,-2222,1,1,1
Harper,KS,694,128,146,394,290,-2222,1,1,1
Harvey,KS,3284,832,474,2121,1712,317866,1,1,1
Haskell,KS,637,73,78,245,212,-2222,1,1,1
Hodgeman,KS,185,38,28,133,108,-2222,1,1,1
Jackson,KS,1079,408,259,840,688,-2222,1,1,1
Jefferson,KS,1422,523,294,1215,970,-2222,1,1,1
Jewell,KS,312,64,45,227,154,-2222,1,1,1
Johnson,KS,17123,13030,6393,31281,24368,295884,1,1,1
Kearny,KS,649,92,68,260,231,-2222,1,1,1
Kingman,KS,851,187,136,518,402,13,1,1,1
Kiowa,KS,307,59,45,192,144,-2222,1,1,1
Labette,KS,2523,689,582,1394,1107,59351,1,1,1
Lane,KS,154,41,28,123,90,-2222,1,1,1
Leavenworth,KS,6515,2046,955,4559,3657,7440,1,1,1
Lincoln,KS,366,77,46,224,163,-2222,1,1,1
Linn,KS,1310,359,229,638,484,1758645,1,1,1
Logan,KS,266,58,44,178,124,-2222,1,1,1
Lyon,KS,3928,917,548,2208,2044,232325,1,1,1
McPherson,KS,2750,641,354,1880,1556,470206,1,1,1
Marion,KS,1381,280,197,834,657,5034,1,1,1
Marshall,KS,1089,223,152,679,512,42556,1,1,1
Meade,KS,582,80,75,276,221,-2222,1,1,1
Miami,KS,2484,835,407,1893,1543,0,1,1,1
Mitchell,KS,528,131,135,411,321,0,1,1,1
Montgomery,KS,4405,1013,772,2189,1699,1403857,1,1,1
Morris,KS,644,145,150,392,299,0,1,1,1
Morton,KS,371,66,52,190,149,-2222,1,1,1
Nemaha,KS,1118,197,147,644,510,5,1,1,1
Neosho,KS,1833,451,381,1043,825,338591,1,1,1
Ness,KS,349,58,40,201,133,-2222,1,1,1
Norton,KS,611,101,95,378,288,-2222,1,1,1
Osage,KS,1682,565,396,1089,860,0,1,1,1
Osborne,KS,441,89,61,266,195,10950,1,1,1
Ottawa,KS,586,156,138,393,298,45906,1,1,1
Pawnee,KS,707,150,145,437,340,-2222,1,1,1
Phillips,KS,613,116,75,356,253,12751,1,1,1
Pottawatomie,KS,1319,440,258,1164,964,2709061,1,1,1
Pratt,KS,861,195,129,609,499,-2222,1,1,1
Rawlins,KS,297,53,55,180,131,-2222,1,1,1
Reno,KS,7456,1657,1043,4043,3133,176533,1,1,1
Republic,KS,435,114,250,347,241,-2222,1,1,1
Rice,KS,1092,252,151,661,590,2776,1,1,1
Riley,KS,1878,1302,754,4060,5080,-2222,1,1,1
Rooks,KS,475,116,82,345,265,0,1,1,1
Rush,KS,421,65,80,225,162,113630,1,1,1
Russell,KS,833,163,142,453,323,98324,1,1,1
Saline,KS,4622,1368,1013,3359,2674,220750,1,1,1
Scott,KS,471,105,64,286,227,0,1,1,1
Sedgwick,KS,44210,13780,9497,28084,22926,2469978,1,1,1
Seward,KS,4907,441,372,1298,1133,36007,1,1,1
Shawnee,KS,13696,5227,2715,10792,8416,1545313,1,1,1
Sheridan,KS,218,46,41,167,129,-2222,1,1,1
Sherman,KS,551,130,77,390,314,98157,1,1,1
Smith,KS,472,82,59,278,192,54607,1,1,1
Stafford,KS,528,89,62,285,218,-2222,1,1,1
Stanton,KS,316,39,34,134,107,-2222,1,1,1
Stevens,KS,647,103,67,316,267,-2222,1,1,1
Sumner,KS,2229,761,442,1533,1237,0,1,1,1
Thomas,KS,358,143,103,470,400,-2222,1,1,1
Trego,KS,345,58,40,200,144,-2222,1,1,1
Wabaunsee,KS,475,173,150,443,346,-2222,1,1,1
Wallace,KS,163,31,23,97,80,-2222,1,1,1
Washington,KS,811,130,95,390,276,-2222,1,1,1
Wichita,KS,341,50,29,141,107,0,1,1,1
Wilson,KS,1285,246,265,630,481,570191,1,1,1
Woodson,KS,430,107,78,239,173,-2222,1,1,1
Wyandotte,KS,25394,6599,3579,9268,7635,4258037,2,1,1
Adair,KY,4702,490,1154,1160,1009,0,1,1,1
Allen,KY,4437,571,965,1217,1045,0,1,1,1
Anderson,KY,2699,502,722,1317,1099,2251,1,1,1
Ballard,KY,1374,293,445,555,446,1452961,1,1,1
Barren,KY,8391,1058,2391,2645,2181,2141854,1,1,1
Bath,KY,3267,421,852,761,622,0,1,1,1
Bell,KY,8760,745,2758,1959,1647,-2222,1,1,1
Boone,KY,10095,2683,2763,6678,5956,1672979,1,1,1
Bourbon,KY,3308,548,652,1299,1088,26449,1,1,1
Boyd,KY,7699,1399,3035,3344,2686,1532843,1,1,1
Boyle,KY,4417,863,1338,1890,1680,268610,1,1,1
Bracken,KY,1782,286,377,570,484,-2222,1,1,1
Breathitt,KY,4547,436,1505,1053,925,-2222,1,1,1
Breckinridge,KY,4091,642,1167,1274,1074,-2222,1,1,1
Bullitt,KY,10927,2018,2437,4438,3840,265,1,1,1
Butler,KY,3617,420,732,884,740,2232492,1,1,1
Caldwell,KY,2477,384,681,873,692,883,1,1,1
Calloway,KY,4812,946,1444,2422,2480,42206,1,1,1
Campbell,KY,11017,2617,3146,5635,4896,37842,1,1,1
Carlisle,KY,989,174,251,357,289,-2222,1,1,1
Carroll,KY,2229,328,567,678,572,14482071,1,1,1
Carter,KY,6497,1161,1846,1793,1555,117981,1,1,1
Casey,KY,4784,434,966,1074,885,-2222,1,1,1
Christian,KY,9071,2062,2322,4099,3988,236359,1,1,1
Clark,KY,5999,944,1415,2299,1894,2080837,1,1,1
Clay,KY,8258,657,1977,1588,1371,-2222,1,1,1
Clinton,KY,3167,304,534,639,497,80984,1,1,1
Crittenden,KY,2090,252,517,610,499,-2222,1,1,1
Cumberland,KY,2206,243,397,479,386,-2222,1,1,1
Daviess,KY,11879,2811,3217,5983,5100,2504885,1,1,1
Edmonson,KY,3237,390,655,807,660,-2222,1,1,1
Elliott,KY,2221,299,363,453,382,-2222,1,1,1
Estill,KY,4314,456,1137,995,816,-2222,1,1,1
Fayette,KY,24977,6800,11496,17826,16027,334536,1,1,1
Fleming,KY,3308,408,737,953,800,-2222,1,1,1
Floyd,KY,11157,1124,4943,2811,2361,421,1,1,1
Franklin,KY,7007,1229,1830,3208,2662,33105,1,1,1
Fulton,KY,1510,228,453,478,396,3091,1,1,1
Gallatin,KY,1684,244,175,507,437,8602,1,1,1
Garrard,KY,3500,458,778,1100,918,4513,1,1,1
Grant,KY,4370,693,869,1543,1353,37024,1,1,1
Graves,KY,6794,1671,2183,2459,2040,75531,1,1,1
Grayson,KY,6404,1015,1624,1659,1382,59,1,1,1
Green,KY,3176,351,556,779,624,0,1,1,1
Greenup,KY,6535,1107,2313,2489,1996,463576,1,1,1
Hancock,KY,1308,265,368,552,468,3665654,1,1,1
Hardin,KY,10826,2811,5210,6105,5555,486298,1,1,1
Harlan,KY,8820,854,3180,2073,1755,2,1,1,1
Harrison,KY,3268,540,766,1218,1009,63175,1,1,1
Hart,KY,5144,517,994,1195,1016,12890,1,1,1
Henderson,KY,6742,1284,1407,2991,2469,4435347,1,1,1
Henry,KY,2858,462,739,1029,854,277417,1,1,1
Hickman,KY,1289,165,277,345,273,-2222,1,1,1
Hopkins,KY,9261,1386,1990,3085,2527,617047,1,1,1
Jackson,KY,4342,379,902,889,753,-2222,1,1,1
Jefferson,KY,85895,21911,29459,45492,37773,12708667,1,1,1
Jessamine,KY,5823,992,1464,2784,2532,843863,1,1,1
Johnson,KY,5942,681,2272,1591,1325,-2222,1,1,1
Kenton,KY,18046,4423,4291,9749,8292,26097,1,1,1
Knott,KY,4882,479,1527,1169,1021,-2222,1,1,1
Knox,KY,9617,814,3061,2059,1794,127360,1,1,1
Larue,KY,2743,456,672,906,745,-2222,1,1,1
Laurel,KY,13619,1486,5053,3658,3093,6406,1,1,1
Lawrence,KY,4634,481,1167,1070,902,8876624,1,1,1
Lee,KY,2636,218,529,526,443,-2222,1,1,1
Leslie,KY,3962,317,1217,804,664,-2222,1,1,1
Letcher,KY,7116,700,2379,1640,1337,-2222,1,1,1
Lewis,KY,4025,552,1089,915,771,90050,1,1,1
Lincoln,KY,6025,732,1273,1638,1374,227756,1,1,1
Livingston,KY,1785,290,541,667,538,-2222,1,1,1
Logan,KY,5785,815,1559,1768,1478,58682,1,1,1
Lyon,KY,2021,237,368,597,448,0,1,1,1
McCracken,KY,8818,1887,2918,4288,3477,4088114,1,1,1
McCreary,KY,5265,547,1729,1100,992,-2222,1,1,1
McLean,KY,2013,350,566,654,527,0,1,1,1
Madison,KY,11893,1974,2836,5108,5061,881744,1,1,1
Magoffin,KY,4410,552,1026,872,761,-2222,1,1,1
Marion,KY,3718,554,987,1227,1051,56237,1,1,1
Marshall,KY,5120,945,1501,2128,1715,3967018,1,1,1
Martin,KY,3695,312,1503,782,680,-2222,1,1,1
Mason,KY,3183,562,783,1136,923,6171962,1,1,1
Meade,KY,4056,854,1258,1798,1596,123296,1,1,1
Menifee,KY,1952,216,493,451,390,-2222,1,1,1
Mercer,KY,3591,619,883,1416,1155,3761221,1,1,1
Metcalfe,KY,2959,257,639,671,550,53727,1,1,1
Monroe,KY,3410,335,791,775,636,29602,1,1,1
Montgomery,KY,4863,819,1388,1577,1297,201810,1,1,1
Morgan,KY,4340,497,921,978,832,-2222,1,1,1
Muhlenberg,KY,7538,1135,1834,2119,1731,9820289,1,1,1
Nelson,KY,5655,1307,2080,2620,2274,14209,1,1,1
Nicholas,KY,1818,291,298,467,375,-2222,1,1,1
Ohio,KY,5327,778,1366,1562,1310,3207725,1,1,1
Oldham,KY,4779,1168,1729,3482,3067,-2222,2,1,1
Owen,KY,2487,299,487,745,628,-2222,1,1,1
Owsley,KY,1663,128,585,318,267,-2222,1,1,1
Pendleton,KY,2718,428,623,969,850,234501,1,1,1
Perry,KY,8405,855,2436,1931,1595,1555,1,1,1
Pike,KY,17797,1657,7409,4474,3669,-2222,1,1,1
Powell,KY,4069,445,850,897,753,100976,1,1,1
Pulaski,KY,14202,1625,4290,3939,3186,2252248,1,1,1
Robertson,KY,622,77,108,152,125,-2222,1,1,1
Rockcastle,KY,4867,544,1039,1108,919,-2222,1,1,1
Rowan,KY,3747,682,1185,1471,1607,39622,1,1,1
Russell,KY,4604,522,1213,1142,908,3067,1,1,1
Scott,KY,4855,944,1289,2498,2286,1528489,1,1,1
Shelby,KY,5340,1019,1601,2478,2109,107946,1,1,1
Simpson,KY,2995,507,727,1098,928,878243,1,1,1
Spencer,KY,2549,397,781,1013,883,-2222,1,1,1
Taylor,KY,5124,678,1547,1578,1361,11396,1,1,1
Todd,KY,2888,369,567,758,635,3774,1,1,1
Trigg,KY,2624,438,704,898,724,24179,1,1,1
Trimble,KY,1773,275,363,589,505,1994626,1,1,1
Union,KY,2233,416,683,1001,979,132906,1,1,1
Warren,KY,12181,2700,4727,6470,6226,836011,1,1,1
Washington,KY,2362,312,506,741,643,45714,1,1,1
Wayne,KY,5865,553,1321,1342,1125,3041,1,1,1
Webster,KY,2794,348,794,930,778,0,1,1,1
Whitley,KY,9561,923,3011,2447,2192,110889,1,1,1
Wolfe,KY,2141,246,584,454,394,-2222,1,1,1
Woodford,KY,2837,558,883,1583,1341,417324,1,1,1
Acadia,LA,13093,1572,2178,3038,3201,4521,1,1,1
Allen,LA,6214,855,936,1367,1374,13775,1,1,1
Ascension,LA,11434,2811,2681,4637,4949,17685530,2,1,1
Assumption,LA,6123,996,939,1227,1267,241637,1,1,1
Avoyelles,LA,10924,1333,1649,2220,2275,4854,1,1,1
Beauregard,LA,5634,1063,1166,1833,1881,1907389,1,1,1
Bienville,LA,2793,462,444,811,828,866,1,1,1
Bossier,LA,11410,2735,2907,5482,5697,264,2,1,1
Caddo,LA,34497,7300,6388,13221,13633,1422221,2,1,1
Calcasieu,LA,27180,6841,5141,9731,10138,13758427,2,1,1
Caldwell,LA,2464,319,394,578,581,-2222,1,1,1
Cameron,LA,2027,266,272,515,530,30584,1,1,1
Catahoula,LA,2699,353,321,565,567,-2222,1,1,1
Claiborne,LA,3786,444,492,893,896,-2222,1,1,1
Concordia,LA,4489,788,610,1024,1034,374,1,1,1
"De Soto",LA,5037,778,1110,1387,1441,12568747,1,1,1
"East Baton Rouge",LA,40466,14845,11691,21571,24108,9502346,2,1,1
"East Carroll",LA,2182,399,266,442,503,0,1,1,1
"East Feliciana",LA,4087,582,807,1124,1118,-2222,1,1,1
Evangeline,LA,9815,892,1651,1823,1948,141708,1,1,1
Franklin,LA,5099,728,676,1069,1086,68,1,1,1
Grant,LA,3404,537,745,1022,1037,-2222,1,1,1
Iberia,LA,15411,2217,2360,3798,3983,115847,1,1,1
Iberville,LA,7195,1162,1010,1723,1781,3465173,2,1,1
Jackson,LA,2701,388,413,817,797,1416887,1,1,1
Jefferson,LA,62537,-9999,15208,24234,23886,13113011,2,1,1
"Jefferson Davis",LA,6042,898,1096,1607,1671,-2222,1,1,1
Lafayette,LA,25022,5489,6385,10346,11073,76832,2,1,1
Lafourche,LA,20129,2722,4725,4879,5056,54782,2,1,1
"La Salle",LA,2921,317,509,754,773,0,1,1,1
Lincoln,LA,4389,1232,906,2241,3022,212778,1,1,1
Livingston,LA,15907,2963,4249,5723,6004,101846,1,1,1
Madison,LA,2737,453,553,628,696,5250,1,1,1
Morehouse,LA,6485,1092,1061,1573,1601,2264399,1,1,1
Natchitoches,LA,6133,1229,1168,1998,2359,1560336,1,1,1
Orleans,LA,72847,-9999,17650,23729,24970,156325,1,1,1
Ouachita,LA,19676,4469,3257,7665,8287,10066982,1,1,1
Plaquemines,LA,5704,-9999,830,1505,1596,934729,1,1,1
"Pointe Coupee",LA,4540,894,724,1188,1192,1412441,2,1,1
Rapides,LA,21055,3660,4603,6741,6896,1489463,1,1,1
"Red River",LA,1885,301,333,481,520,35,1,1,1
Richland,LA,5053,671,672,1079,1105,4658,1,1,1
Sabine,LA,4590,578,840,1263,1263,59960,1,1,1
"St. Bernard",LA,11691,-9999,2250,3511,3514,1427855,1,1,1
"St. Charles",LA,6345,-9999,1345,2631,2808,17769634,2,1,1
"St. Helena",LA,2129,606,381,539,569,1167,1,1,1
"St. James",LA,3462,956,659,1094,1163,5536464,1,1,1
"St. John the Baptist",LA,6472,-9999,1477,2347,2577,3895685,2,1,1
"St. Landry",LA,21408,2646,3726,4610,4832,424089,1,1,1
"St. Martin",LA,11845,1371,2105,2614,2741,29501,1,1,1
"St. Mary",LA,11093,2026,2077,2642,2736,516542,1,1,1
"St. Tammany",LA,22883,-9999,7831,11612,12003,15796,1,1,1
Tangipahoa,LA,18709,4716,3999,5545,6087,262788,1,1,1
Tensas,LA,1424,316,290,326,347,-2222,1,1,1
Terrebonne,LA,22319,3349,6433,5554,5812,29245,1,1,1
Union,LA,4363,665,707,1226,1195,128039,1,1,1
Vermilion,LA,12233,1418,2233,2893,2977,20678,1,1,1
Vernon,LA,5553,1354,1466,2352,2630,110911,1,1,1
Washington,LA,9172,1631,2154,2348,2394,2046513,1,1,1
Webster,LA,8080,1254,1428,2227,2210,255370,1,1,1
"West Baton Rouge",LA,3714,740,710,1140,1180,625804,2,1,1
"West Carroll",LA,3141,527,397,639,658,-2222,1,1,1
"West Feliciana",LA,5148,407,492,886,850,650737,1,1,1
Winn,LA,3736,416,526,869,863,152389,1,1,1
Androscoggin,ME,14847,2862,4328,7549,7959,114447,1,1,1
Aroostook,ME,12016,2373,3491,5275,5335,2822084,1,1,1
Cumberland,ME,18824,5808,5432,19388,19935,351250,1,1,1
Franklin,ME,2932,858,1170,2116,2426,1915641,1,1,1
Hancock,ME,4674,1669,1433,3883,3901,264629,1,1,1
Kennebec,ME,12421,3181,3172,8596,8966,14028,1,1,1
Knox,ME,3730,903,934,2983,2885,90381,1,1,1
Lincoln,ME,3112,806,791,2574,2501,1677,1,1,1
Oxford,ME,7017,1639,2582,4047,4125,1678988,1,1,1
Penobscot,ME,14206,4031,3952,10453,11537,1208524,1,1,1
Piscataquis,ME,2506,555,561,1284,1275,100,1,1,1
Sagadahoc,ME,3074,815,877,2581,2606,58603,1,1,1
Somerset,ME,6929,1928,1944,3653,3713,1425034,1,1,1
Waldo,ME,4157,1053,1065,2744,2816,37741,1,1,1
Washington,ME,4753,1331,1187,2389,2403,1195044,1,1,1
York,ME,18998,4645,4993,14235,14481,336774,1,1,1
Allegany,MD,10125,2144,2242,4126,4232,2879309,1,1,1
"Anne Arundel",MD,45996,9717,9914,26907,26855,11936817,2,1,1
Baltimore,MD,83177,18003,25750,42253,42062,3192105,2,1,1
Calvert,MD,7433,1458,1948,4578,4802,-2222,2,1,1
Caroline,MD,5239,701,676,1681,1721,24030,1,1,1
Carroll,MD,16235,2880,3863,8865,9139,7323,2,1,1
Cecil,MD,12108,2231,2792,5141,5245,58906,2,1,1
Charles,MD,12527,2390,2475,7106,7461,6853744,2,1,1
Dorchester,MD,5638,915,603,1718,1652,47000,1,1,1
Frederick,MD,18378,3641,3721,11394,11676,952019,2,1,1
Garrett,MD,4261,798,889,1610,1574,224787,1,1,1
Harford,MD,20754,4940,5991,12440,12656,90373,2,1,1
Howard,MD,12092,4602,5382,13878,13950,5079,1,1,1
Kent,MD,2832,432,552,1121,1197,16207,2,1,1
Montgomery,MD,59978,15843,16593,48627,47182,4268376,2,1,1
"Prince George's",MD,79974,20235,15567,43203,46001,5351657,2,1,1
"Queen Anne's",MD,4909,835,769,2445,2377,859,1,1,1
"St. Mary's",MD,8965,1696,1811,4978,5316,4382,1,1,1
Somerset,MD,5109,681,744,1442,1614,0,1,1,1
Talbot,MD,4030,700,588,2006,1839,2,1,1,1
Washington,MD,21494,2943,3904,7693,7559,586940,1,1,1
Wicomico,MD,11080,2145,1688,4792,5205,314321,1,1,1
Worcester,MD,6549,1799,948,2762,2490,0,1,1,1
"Baltimore City",MD,127717,19558,24520,33081,35129,5956220,1,1,1
Barnstable,MA,13888,5779,4432,14396,20492,530676,2,1,1
Berkshire,MA,13795,3084,4669,8144,12466,25052,1,1,1
Bristol,MA,100029,16943,20744,32568,49858,2720308,2,1,1
Dukes,MA,1094,422,370,975,1412,901,2,1,1
Essex,MA,76453,19494,17805,43283,66171,1305474,1,1,1
Franklin,MA,6117,1665,1916,4493,6877,13032,1,1,1
Hampden,MA,63209,12842,10769,27095,43158,1078882,2,1,1
Hampshire,MA,10091,3319,3881,9565,17332,49161,2,1,1
Middlesex,MA,115958,32756,32313,88036,133133,727486,1,1,1
Nantucket,MA,625,196,169,638,910,-2222,1,1,1
Norfolk,MA,39448,14481,10344,39113,58135,216443,2,1,1
Plymouth,MA,40818,12243,12108,28757,44346,230218,1,1,1
Suffolk,MA,94974,17928,12228,40037,65284,346687,1,1,1
Worcester,MA,86503,20363,22977,46098,71757,425046,1,1,1
Alcona,MI,1818,426,377,722,692,-2222,1,1,1
Alger,MI,1298,323,279,589,618,325739,1,1,1
Allegan,MI,12977,3343,3200,6228,7113,558935,2,1,1
Alpena,MI,3596,1114,832,1780,1904,1232543,1,1,1
Antrim,MI,2644,891,688,1424,1509,11990,1,1,1
Arenac,MI,2794,714,549,1012,1091,-2222,1,1,1
Baraga,MI,1198,451,252,516,547,6710,1,1,1
Barry,MI,5262,1540,1399,3359,3741,89787,1,1,1
Bay,MI,13073,3868,2069,6235,6762,3730424,1,1,1
Benzie,MI,1819,680,520,1025,1063,500,1,1,1
Berrien,MI,19396,5362,3281,9050,10059,324607,1,1,1
Branch,MI,6294,1581,1190,2629,2857,817634,1,1,1
Calhoun,MI,15348,4687,3001,7717,8649,108047,1,1,1
Cass,MI,6944,1349,1366,2963,3218,2868,1,1,1
Charlevoix,MI,2567,1035,535,1520,1620,80072,1,1,1
Cheboygan,MI,3525,1159,735,1601,1655,10,1,1,1
Chippewa,MI,4602,1474,948,2311,2681,-2222,1,1,1
Clare,MI,5238,1267,1127,1830,1967,781,1,1,1
Clinton,MI,4912,1885,1419,3864,4383,17941,1,1,1
Crawford,MI,2028,461,413,883,953,37038,1,1,1
Delta,MI,3692,1437,950,2231,2401,996828,1,1,1
Dickinson,MI,2197,801,694,1627,1715,833027,1,1,1
Eaton,MI,7458,3130,2164,6088,6906,31348,1,1,1
Emmet,MI,2542,1543,671,1916,2043,0,1,1,1
Genesee,MI,48474,16501,7690,24246,27407,783709,1,1,1
Gladwin,MI,4176,1074,901,1598,1679,-2222,1,1,1
Gogebic,MI,1773,581,426,1020,1076,-2222,1,1,1
"Grand Traverse",MI,6158,2743,2315,4817,5241,20444,1,1,1
Gratiot,MI,4614,1644,956,2439,2840,19042,1,1,1
Hillsdale,MI,5234,1665,1071,2638,3007,344873,1,1,1
Houghton,MI,3246,1089,588,2064,2822,420370,1,1,1
Huron,MI,5281,1279,960,2018,2124,555687,1,1,1
Ingham,MI,19410,9562,5506,15608,20965,3146558,1,1,1
Ionia,MI,6742,2204,1428,3612,4387,98234,1,1,1
Iosco,MI,4317,961,828,1607,1646,6614,1,1,1
Iron,MI,1370,420,332,744,762,-2222,1,1,1
Isabella,MI,4732,1748,1546,3761,5980,24745,1,1,1
Jackson,MI,17209,5205,3648,9179,10170,519259,1,1,1
Kalamazoo,MI,16556,6800,4659,13476,16907,1137787,1,1,1
Kalkaska,MI,2339,645,470,976,1054,115209,1,1,1
Kent,MI,57349,18473,12231,32033,37459,871103,2,1,1
Keweenaw,MI,264,112,57,132,132,-2222,1,1,1
Lake,MI,2336,424,311,710,782,-2222,1,1,1
Lapeer,MI,9563,3469,1809,5230,5906,190687,1,1,1
Leelanau,MI,1464,566,491,1298,1363,-2222,1,1,1
Lenawee,MI,11201,3438,2094,5752,6505,1020249,1,1,1
Livingston,MI,10294,4787,4644,10112,11407,47983,1,1,1
Luce,MI,1179,214,262,406,437,65727,1,1,1
Mackinac,MI,1441,652,394,673,683,-2222,1,1,1
Macomb,MI,96896,28730,24160,47075,50248,1459805,1,1,1
Manistee,MI,3324,928,728,1484,1550,933387,2,1,1
Marquette,MI,4920,1997,1580,3833,4590,1654287,1,1,1
Mason,MI,3488,1147,747,1677,1789,113609,1,1,1
Mecosta,MI,4064,1398,892,2426,3300,107024,1,1,1
Menominee,MI,2887,695,577,1449,1522,116024,1,1,1
Midland,MI,6071,2423,1749,4695,5333,890612,1,1,1
Missaukee,MI,2195,484,364,868,969,0,1,1,1
Monroe,MI,17204,4668,3383,8621,9734,19053219,1,1,1
Montcalm,MI,7901,2499,1523,3571,4039,15252,1,1,1
Montmorency,MI,1949,496,363,635,638,7261,1,1,1
Muskegon,MI,19180,6148,4833,9651,11035,1990767,2,1,1
Newaygo,MI,6845,1702,1359,2745,3185,204178,1,1,1
Oakland,MI,87985,36223,33487,68106,72452,2286881,1,1,1
Oceana,MI,3731,1134,725,1580,1817,3070,1,1,1
Ogemaw,MI,3876,727,705,1288,1357,4154,1,1,1
Ontonagon,MI,910,256,213,451,431,1763003,1,1,1
Osceola,MI,3068,764,835,1331,1498,167727,1,1,1
Oscoda,MI,1743,405,378,546,563,-2222,1,1,1
Otsego,MI,2420,883,561,1396,1528,339668,1,1,1
Ottawa,MI,20819,6825,5391,13790,17083,8038537,2,1,1
"Presque Isle",MI,2429,676,379,861,857,-2222,1,1,1
Roscommon,MI,3927,893,848,1582,1614,-2222,1,1,1
Saginaw,MI,24922,7696,6826,11524,13118,461046,1,1,1
"St. Clair",MI,19673,6730,4200,9604,10616,8744847,1,1,1
"St. Joseph",MI,8719,1965,1398,3441,3867,1192362,1,1,1
Sanilac,MI,6082,1772,1175,2518,2781,131750,1,1,1
Schoolcraft,MI,1291,423,229,522,545,54725,1,1,1
Shiawassee,MI,7579,2858,1604,4088,4540,70696,1,1,1
Tuscola,MI,7302,2346,1836,3295,3716,240407,1,1,1
"Van Buren",MI,10764,2785,1955,4338,4947,66097,1,1,1
Washtenaw,MI,17975,8040,8269,19426,24642,234925,1,1,1
Wayne,MI,293233,79051,67421,107439,121927,32415967,1,1,1
Wexford,MI,3831,1092,935,1801,2006,1120132,1,1,1
Aitkin,MN,2333,453,352,949,844,-2222,1,1,1
Anoka,MN,18800,7344,3192,17185,17514,133855,1,1,1
Becker,MN,3682,886,420,1765,1739,580,1,1,1
Beltrami,MN,4208,1120,738,2281,2718,140641,1,1,1
Benton,MN,3736,1026,485,2101,2228,249236,1,1,1
"Big Stone",MN,818,127,165,313,292,-2222,1,1,1
"Blue Earth",MN,4265,1175,769,3272,4067,958097,1,1,1
Brown,MN,3231,641,288,1489,1545,6219,1,1,1
Carlton,MN,3596,966,445,1913,1928,1096243,1,1,1
Carver,MN,4585,1541,819,4434,4651,345240,1,1,1
Cass,MN,3231,875,446,1639,1588,7907,1,1,1
Chippewa,MN,1614,298,165,713,682,0,1,1,1
Chisago,MN,3588,1242,646,2640,2748,18452,1,1,1
Clay,MN,4210,1045,711,2949,3651,108811,1,1,1
Clearwater,MN,1344,395,152,468,461,-2222,1,1,1
Cook,MN,459,139,55,319,272,292923,1,1,1
Cottonwood,MN,1603,274,105,657,617,11407,1,1,1
"Crow Wing",MN,5621,1541,961,3347,3243,125321,1,1,1
Dakota,MN,16789,8230,4747,20242,20508,2162590,1,1,1
Dodge,MN,1659,430,229,1033,1070,92342,1,1,1
Douglas,MN,3512,741,437,2004,1958,92505,1,1,1
Faribault,MN,1766,389,176,879,840,165635,1,1,1
Fillmore,MN,2672,477,259,1182,1136,107676,1,1,1
Freeborn,MN,4216,768,383,1806,1677,47767,1,1,1
Goodhue,MN,4114,1100,476,2525,2466,326682,1,1,1
Grant,MN,708,172,99,348,329,-2222,1,1,1
Hennepin,MN,71077,25255,12021,61382,58788,939137,1,1,1
Houston,MN,1978,501,259,1104,1077,-2222,1,1,1
Hubbard,MN,1830,525,334,1073,1022,183850,1,1,1
Isanti,MN,3326,981,391,2076,2157,500,1,1,1
Itasca,MN,4421,1337,727,2512,2430,2360516,1,1,1
Jackson,MN,1244,224,141,637,609,0,1,1,1
Kanabec,MN,2129,520,327,903,900,-2222,1,1,1
Kandiyohi,MN,4517,983,510,2249,2246,138617,1,1,1
Kittson,MN,681,138,102,270,250,-2222,1,1,1
Koochiching,MN,1797,429,251,794,728,386901,1,1,1
"Lac qui Parle",MN,1038,161,102,436,407,429757,1,1,1
Lake,MN,1100,258,128,651,596,30958,1,1,1
"Lake of the Woods",MN,485,111,42,253,237,1562,1,1,1
"Le Sueur",MN,2851,766,344,1517,1509,29886,1,1,1
Lincoln,MN,866,124,67,343,313,-2222,1,1,1
Lyon,MN,2675,496,301,1340,1482,142298,1,1,1
McLeod,MN,3731,825,374,1977,1934,256474,1,1,1
Mahnomen,MN,810,144,109,268,274,-2222,1,1,1
Marshall,MN,1450,380,161,562,531,-2222,1,1,1
Martin,MN,2390,472,236,1181,1103,402780,1,1,1
Meeker,MN,2910,631,305,1284,1254,21733,1,1,1
"Mille Lacs",MN,3226,779,399,1421,1426,-2222,1,1,1
Morrison,MN,4397,953,459,1788,1807,465366,1,1,1
Mower,MN,4631,778,754,2120,2036,251369,1,1,1
Murray,MN,1300,221,111,502,471,-2222,1,1,1
Nicollet,MN,1872,594,366,1695,1973,11520,1,1,1
Nobles,MN,3283,375,278,1102,1065,432622,1,1,1
Norman,MN,965,171,149,392,375,-2222,1,1,1
Olmsted,MN,7979,2718,1283,7292,7129,464834,1,1,1
