County,State,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Toxic_Chem,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind
Mingo,WV,7560,494,2811,1998,1139,-2222,1,1,1
Monongalia,WV,8261,1437,3257,6380,4909,5549679,1,1,1
Monroe,WV,2553,276,833,1028,565,12108,1,1,1
Morgan,WV,2808,315,798,1207,639,-2222,1,1,1
Nicholas,WV,5645,576,1978,1996,1111,138099,1,1,1
Ohio,WV,5288,1013,1813,3394,1994,6117,1,1,1
Pendleton,WV,1591,142,359,592,310,64821,1,1,1
Pleasants,WV,1078,201,381,551,302,7287516,1,1,1
Pocahontas,WV,1904,240,489,681,358,-2222,1,1,1
Preston,WV,5535,648,1818,2266,1276,1096543,1,1,1
Putnam,WV,6078,1157,2663,3987,2263,20736402,1,1,1
Raleigh,WV,15852,1511,5783,6000,3308,44705,1,1,1
Randolph,WV,5315,660,1683,2152,1232,59762,1,1,1
Ritchie,WV,1984,266,680,790,437,-2222,1,1,1
Roane,WV,3597,401,1113,1157,653,5821,1,1,1
Summers,WV,3587,279,1018,1084,562,-2222,1,1,1
Taylor,WV,2904,353,1004,1238,708,1732,1,1,1
Tucker,WV,1259,189,355,532,276,1047,1,1,1
Tyler,WV,1657,262,526,710,389,5450084,1,1,1
Upshur,WV,4007,494,1344,1756,1096,40419,1,1,1
Wayne,WV,8663,914,2893,3133,1779,250331,1,1,1
Webster,WV,2920,192,992,743,416,9596,1,1,1
Wetzel,WV,2727,615,939,1274,687,-2222,1,1,1
Wirt,WV,1149,182,290,440,248,23645,1,1,1
Wood,WV,11463,2214,4882,6464,3531,1259558,1,1,1
Wyoming,WV,6269,452,2399,1848,1000,114187,1,1,1
Adams,WI,3642,645,657,1453,1068,103013,1,1,1
Ashland,WI,1707,550,423,1071,927,400642,1,1,1
Barron,WI,5571,1331,1177,3023,2409,307738,1,1,1
Bayfield,WI,1417,495,573,1018,782,-2222,1,1,1
Brown,WI,21368,6140,4403,15150,12663,3874324,1,1,1
Buffalo,WI,1551,337,248,917,708,1508558,1,1,1
Burnett,WI,2063,459,476,1125,849,48010,1,1,1
Calumet,WI,3671,1023,900,2778,2297,207264,1,1,1
Chippewa,WI,6356,1718,1380,3917,3221,114226,1,1,1
Clark,WI,5351,986,790,2099,1756,106391,1,1,1
Columbia,WI,5293,1393,1133,3629,2843,610243,1,1,1
Crawford,WI,2127,468,372,1106,917,8655,1,1,1
Dane,WI,23230,8884,6719,30013,26244,637164,1,1,1
Dodge,WI,10788,2291,1539,5818,4639,836858,1,1,1
Door,WI,2541,915,551,1941,1440,18187,1,1,1
Douglas,WI,4193,1197,1066,2915,2414,174321,1,1,1
Dunn,WI,3333,1038,858,2734,2734,191362,1,1,1
"Eau Claire",WI,6470,2201,2181,6135,5776,91139,1,1,1
Florence,WI,593,172,116,340,255,-2222,1,1,1
"Fond du Lac",WI,10599,2582,2075,6472,5300,2118035,1,1,1
Forest,WI,1462,342,259,651,528,-2222,1,1,1
Grant,WI,5206,1162,980,3259,2982,1488248,1,1,1
Green,WI,3797,885,774,2275,1816,143203,1,1,1
"Green Lake",WI,2440,601,389,1269,969,30179,1,1,1
Iowa,WI,1828,598,502,1507,1200,130,1,1,1
Iron,WI,832,259,186,468,333,-2222,1,1,1
Jackson,WI,2852,561,621,1308,1059,42762,1,1,1
Jefferson,WI,8052,1887,1875,5130,4295,185844,1,1,1
Juneau,WI,3970,784,616,1774,1426,9922,1,1,1
Kenosha,WI,17131,4672,4045,10034,8408,806670,1,1,1
Kewaunee,WI,2272,533,429,1359,1091,1013,1,1,1
"La Crosse",WI,7099,2462,1954,7111,6501,176285,1,1,1
Lafayette,WI,1601,369,301,1058,857,62190,1,1,1
Langlade,WI,2792,635,480,1377,1065,46361,1,1,1
Lincoln,WI,3888,856,706,2002,1579,547785,1,1,1
Manitowoc,WI,8722,2252,1666,5370,4240,936506,1,1,1
Marathon,WI,14089,3099,3335,8264,6647,2466855,1,1,1
Marinette,WI,5295,1342,940,2894,2297,665537,1,1,1
Marquette,WI,2314,490,364,1027,783,10250,1,1,1
Menominee,WI,542,164,225,253,247,-2222,1,1,1
Milwaukee,WI,116368,26824,33754,57255,48276,3956223,1,1,1
Monroe,WI,5284,960,900,2689,2218,133346,1,1,1
Oconto,WI,5067,1155,839,2480,1969,220402,1,1,1
Oneida,WI,4022,1168,885,2527,1893,212223,1,1,1
Outagamie,WI,13357,4317,3644,10813,8960,1836975,1,1,1
Ozaukee,WI,4727,1742,1799,5573,4499,3921874,1,1,1
Pepin,WI,880,205,117,481,384,-2222,1,1,1
Pierce,WI,2486,975,774,2530,2423,3702,1,1,1
Polk,WI,4277,1219,1012,2894,2315,122172,1,1,1
Portage,WI,5660,1841,1199,4427,4177,1672866,1,1,1
Price,WI,1935,426,366,1030,782,519772,1,1,1
Racine,WI,21960,5885,5817,12382,10212,97216,1,1,1
Richland,WI,2241,422,506,1206,982,147865,1,1,1
Rock,WI,16801,4908,4116,10002,8168,397198,1,1,1
Rusk,WI,2156,501,418,999,815,2207,1,1,1
"St. Croix",WI,4282,1952,1412,4905,4048,79228,1,1,1
Sauk,WI,6503,1513,1139,3738,2964,407355,1,1,1
Sawyer,WI,1825,549,646,1131,879,310675,1,1,1
Shawano,WI,5279,1102,1067,2696,2118,252011,1,1,1
Sheboygan,WI,12164,2586,2220,7441,5962,1487078,2,1,1
Taylor,WI,2901,618,387,1280,1038,0,1,1,1
Trempealeau,WI,3653,689,592,1807,1416,50143,1,1,1
Vernon,WI,4068,644,779,1845,1496,704522,1,1,1
Vilas,WI,2437,681,894,1547,1129,38978,1,1,1
Walworth,WI,10221,2318,2095,6527,5730,680361,1,1,1
Washburn,WI,1927,502,445,1113,850,-2222,1,1,1
Washington,WI,9575,2967,3120,8133,6499,1214122,1,1,1
Waukesha,WI,20562,8075,11751,24494,19583,571315,1,1,1
Waupaca,WI,6254,1485,1058,3430,2714,3679992,1,1,1
Waushara,WI,3702,673,551,1667,1324,53,1,1,1
Winnebago,WI,14535,4051,2456,10469,8888,1673992,1,1,1
Wood,WI,7888,2262,1693,4912,3852,5308066,1,1,1
Albany,WY,1094,583,1251,2307,2101,64123,1,1,1
"Big Horn",WY,1254,243,292,803,525,17941,1,1,1
Campbell,WY,2791,617,1022,2598,1777,2609336,1,1,1
Carbon,WY,1791,311,504,1139,681,319331,1,1,1
Converse,WY,1185,247,271,922,581,1997402,1,1,1
Crook,WY,607,111,147,457,290,48,1,1,1
Fremont,WY,3658,855,1235,2585,1684,17584,1,1,1
Goshen,WY,1272,256,253,897,577,139,1,1,1
"Hot Springs",WY,531,94,131,350,199,-2222,1,1,1
Johnson,WY,548,134,182,580,348,-2222,1,1,1
Laramie,WY,6200,1747,1644,6051,3869,3880690,1,1,1
Lincoln,WY,1247,312,274,1123,765,659502,1,1,1
Natrona,WY,5430,1367,2294,4986,3246,122527,1,1,1
Niobrara,WY,212,44,37,174,102,-2222,1,1,1
Park,WY,2283,571,567,1979,1264,601,1,1,1
Platte,WY,913,198,164,641,396,2833364,1,1,1
Sheridan,WY,2215,569,562,2018,1246,-2222,1,1,1
Sublette,WY,530,94,127,509,317,-2222,1,1,1
Sweetwater,WY,3081,688,817,2649,1782,2781816,1,1,1
Teton,WY,762,437,264,1455,789,364,1,1,1
Uinta,WY,1842,389,408,1347,963,5664,1,1,1
Washakie,WY,780,182,168,576,363,221000,1,1,1
Weston,WY,700,128,245,504,310,91674,1,1,1
